"video_id","video_title","video_description","video_published_date","video_total_views","video_total_likes","playlist_id","playlist_title","channel_id","channel_title"
"nowhyWc-dlQ","You Shook Me All Night Long (AC/DC Cover) - Dead Dogs Martina's 18th Birthday Party","You Shook Me All Night Long (AC/DC Cover)
Dead Dogs Martina's 18th Birthday Party - Live at Dundee Pub (December ‎2, ‎2018)
#youshookmeallnightlong #acdc #deaddogsband",2019-05-13,30,1,"PLhIw1_0YGPESAFz3ZRQ4gZTtYIvehRb3M","Dead Dogs 2018 Martina's 18th Birthday Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"Gn0XyGu_SvI","Rock And Roll (Led Zeppelin Cover) - Dead Dogs Cristina's 50th Birthday Party","Dead Dogs Cristina's 50th Birthday Party - Live at Rocca Brivio (September ‎28, ‎2019)",2019-11-23,29,1,"PLhIw1_0YGPERkly8jenagw3o3U4H6CtxI","Dead Dogs 2019 Cristina's 50th Birthday Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"g9c3erJc0ks","High Voltage (AC/DC Cover) - Dead Dogs Cristina's 50th Birthday Party","High Voltage (AC/DC Cover)
Dead Dogs Cristina's 50th Birthday Party - Live at Rocca Brivio (September ‎28, ‎2019)
#highvoltage #acdc #deaddogsband",2019-11-23,29,1,"PLhIw1_0YGPERkly8jenagw3o3U4H6CtxI","Dead Dogs 2019 Cristina's 50th Birthday Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"e-Xhgbvb2bI","Highway To Hell (AC/DC Cover) - Dead Dogs 2024 Milano Civil Week","Highway To Hell (AC/DC Cover)
Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium (May 11, 2024)
#highwaytohell #acdc #deaddogsband

Dead Dogs lineup features:
Corrado Speranza: drums
Filippo Gobbi: lead vocal, backing vocal, bass guitar
Cristina Gobbi & Cristina Bertoni: lead vocals, backing vocals
Livio Bariani: electric guitar

Cover design with Canva
Video & sound editing with CapCut",2024-06-13,28,0,"PLhIw1_0YGPETEU_gRO8WUAkSDnR2LoD90","Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"kEX4m-bh8Ao","Rock And Roll (Led Zeppelin Cover) - Dead Dogs 2019 Christmas Party","Dead Dogs 2019 Christmas Party - Live at Dundee Pub (December ‎21, ‎2019)",2020-01-24,28,4,"PLhIw1_0YGPETya3CXmcudNLE0edFQ3307","Dead Dogs 2019 Christmas Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"E7-o_Mc6SlU","Honky Tonk Women (The Rolling Stones Cover) - Dead Dogs 2024 Milano Civil Week","Honky Tonk Women (The Rolling Stones Cover)
Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium (May 11, 2024)
#honkytonkwomen #therollingstones #deaddogsband

Dead Dogs lineup features:
Corrado Speranza: drums
Filippo Gobbi: lead vocal, backing vocal, bass guitar
Cristina Gobbi & Cristina Bertoni: lead vocals, backing vocals
Livio Bariani: electric guitar

Cover design with Canva
Video & sound editing with CapCut",2024-06-13,27,0,"PLhIw1_0YGPETEU_gRO8WUAkSDnR2LoD90","Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"uRukXVtsWRE","Knock On Wood (Eddie Floyd Cover) - Dead Dogs 2019 1st Palco Aperto Event","Dead Dogs 1st Palco Aperto Event - Live at Mare Culturale Urbano (November ‎02, ‎2019)",2019-11-23,27,1,"PLhIw1_0YGPEQxp3qFIbmKmdEX7RGZU42B","Dead Dogs 2019 Palco Aperto - Live at Mare Culturale Urbano","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"8d4fPxTYEC4","Come Together (The Beatles Cover) - Dead Dogs 2018 Halloween Party","Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)",2019-03-04,27,0,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"4CMHxR5coh4","Call Me The Breeze (J.J. Cale Cover) - Dead Dogs 2018 Halloween Party","Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)",2019-03-04,26,0,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"ndYrvDzcOwM","Gold On The Ceiling (The Black Keys Cover) - Dead Dogs 2018 Halloween Party","Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)",2019-03-04,26,1,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"I4ybAEEFp94","These Boots Are Made For Walkin' (Nancy Sinatra Cover) - Dead Dogs Cristina's 50th Birthday Party","Dead Dogs Cristina's 50th Birthday Party - Live at Rocca Brivio (September ‎28, ‎2019)",2019-11-23,25,1,"PLhIw1_0YGPERkly8jenagw3o3U4H6CtxI","Dead Dogs 2019 Cristina's 50th Birthday Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"MgKqoVw7584","I Love Rock n' Roll (Joan Jett & the Blackhearts Cover) - Dead Dogs Martina's 18th Birthday Party","Dead Dogs Martina's 18th Birthday Party - Live at Dundee Pub (December ‎2, ‎2018)",2019-05-13,25,1,"PLhIw1_0YGPESAFz3ZRQ4gZTtYIvehRb3M","Dead Dogs 2018 Martina's 18th Birthday Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"-UD3-En-BgU","Should I Stay Or Should I Go (The Clash Cover) - Dead Dogs Martina's 18th Birthday Party","Should I Stay Or Should I Go (The Clash Cover)
Dead Dogs Martina's 18th Birthday Party - Live at Dundee Pub (December ‎2, ‎2018)
#shouldistayorshouldigo #theclash #deaddogsband",2019-05-13,25,1,"PLhIw1_0YGPESAFz3ZRQ4gZTtYIvehRb3M","Dead Dogs 2018 Martina's 18th Birthday Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"UTZHePuuctg","I'll Never Fall in Love Again (Dionne Warwick Cover) - Dead Dogs 2023 Mama's 80th Birthday Party","I'll Never Fall In Love Again (Dionne Warwick Cover)
Dead Dogs 2023 Mama's 80th Birthday Party - Live at Bob Food and More (September 12, 2023)
#illneverfallinloveagain #dionnewarwick #deaddogsband

I'll Never Fall In Love Again  - Dead Dogs lineup features:
Corrado Speranza: drums
Filippo Gobbi: bass guitar
Cristina Bertoni: lead vocals
Livio Bariani: electric guitar
Alessandro Speranza: acoustic guitar

Video & sound editing with CapCut",2023-09-30,24,1,"PLhIw1_0YGPESQYg-TivCb5WBjsW4zQa0O","Dead Dogs 2023 Mama's 80th Birthday Party - Live at Bob Food and More","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"Fo3XEnDEZtg","Nel Blu Dipinto Di Blu (Domenico Modugno Cover) - Dead Dogs 2023 Mama's 80th Birthday Party","Nel Blu Dipinto Di Blu (Domenico Modugno Cover)
Dead Dogs 2023 Mama's 80th Birthday Party - Live at Bob Food and More (September 12, 2023)
#nelbludipintodiblu #volare #domenicomodugno #deaddogsband

Nel Blu Dipinto Di Blu  - Dead Dogs lineup features:
Corrado Speranza: drums
Filippo Gobbi: bass guitar
Giuseppe Trobia: lead vocals
Cristina Bertoni: backing vocals
Livio Bariani: electric guitar
Alessandro Speranza: acoustic guitar

Video & sound editing with CapCut",2023-09-30,24,1,"PLhIw1_0YGPESQYg-TivCb5WBjsW4zQa0O","Dead Dogs 2023 Mama's 80th Birthday Party - Live at Bob Food and More","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"oCdLhVhKZoI","Crazy Little Thing Called Love (Queen Cover) - Dead Dogs 2018 Halloween Party","Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)",2019-03-04,23,0,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"AqISKUlCm-U","Should I Stay Or Should I Go (The Clash Cover) - Dead Dogs 2018 Halloween Party","Should I Stay Or Should I Go (The Clash Cover)
Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)
#shouldistayorshouldigo #theclash #deaddogsband",2019-03-04,23,1,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"d-qtkWVm0QA","Are You Gonna Be My Girl (Jet Cover) - Dead Dogs 2018 Halloween Party","Dead Dogs 2018 Halloween Party - Live at Dundee Pub (October ‎31, ‎2018)",2019-03-04,21,0,"PLhIw1_0YGPEQyp_iflLtD4TAXAm8_pZVk","Dead Dogs 2018 Halloween Party - Live at Dundee Pub","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"hm22Rth0BPA","Knock On Wood (Eddie Floyd Cover) - Dead Dogs 2024 Milano Civil Week","Knock On Wood (Eddie Floyd Cover)
Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium (May 11, 2024)
#knockonwood #eddiefloyd #deaddogsband

Dead Dogs lineup features:
Corrado Speranza: drums
Filippo Gobbi: lead vocal, backing vocal, bass guitar
Cristina Gobbi & Cristina Bertoni: lead vocals, backing vocals
Livio Bariani: electric guitar

Cover design with Canva
Video & sound editing with CapCut",2024-06-13,20,0,"PLhIw1_0YGPETEU_gRO8WUAkSDnR2LoD90","Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"klZQhwbQmtI","Burning Love (Elvis Presley Cover) - Dead Dogs 2024 Milano Civil Week","Burning Love (Elvis Presley Cover)
Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium (May 11, 2024)
#burninglove #elvispresley #deaddogsband

Dead Dogs lineup features:
Corrado Speranza: drums
Filippo Gobbi: lead vocal, backing vocal, bass guitar
Cristina Gobbi & Cristina Bertoni: lead vocals, backing vocals
Livio Bariani: electric guitar

Cover design with Canva
Video & sound editing with CapCut",2024-06-13,20,0,"PLhIw1_0YGPETEU_gRO8WUAkSDnR2LoD90","Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"3T802FZiFvs","I Love Rock n' Roll (Joan Jett & the Blackhearts Cover) - Dead Dogs Cristina's 50th Birthday Party","Dead Dogs Cristina's 50th Birthday Party - Live at Rocca Brivio (September ‎28, ‎2019)",2019-11-23,18,1,"PLhIw1_0YGPERkly8jenagw3o3U4H6CtxI","Dead Dogs 2019 Cristina's 50th Birthday Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"TF6T2BmE2jM","Kiss (Prince Cover) - Dead Dogs 2024 Milano Civil Week","Kiss (Prince Cover)
Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium (May 11, 2024)
#kiss #prince #deaddogsband

Dead Dogs lineup features:
Corrado Speranza: drums
Filippo Gobbi: lead vocal, backing vocal, bass guitar
Cristina Gobbi & Cristina Bertoni: lead vocals, backing vocals
Livio Bariani: electric guitar

Cover design with Canva
Video & sound editing with CapCut",2024-06-13,17,0,"PLhIw1_0YGPETEU_gRO8WUAkSDnR2LoD90","Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"CUPrQ3G8v1I","Hungry Like The Wolf (Duran Duran Cover) - Dead Dogs 2024 Milano Civil Week","Hungry Like The Wolf (Duran Duran Cover)
Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium (May 11, 2024)
#hungrylikethewolf #duranduran #deaddogsband

Dead Dogs lineup features:
Corrado Speranza: drums
Filippo Gobbi: lead vocal, backing vocal, bass guitar
Cristina Gobbi & Cristina Bertoni: lead vocals, backing vocals
Livio Bariani: electric guitar

Cover design with Canva
Video & sound editing with CapCut",2024-06-13,17,0,"PLhIw1_0YGPETEU_gRO8WUAkSDnR2LoD90","Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"WW2XYWlIp_o","My Sharona (The Knack Cover) - Dead Dogs 2024 Milano Civil Week","My Sharona (The Knack Cover)
Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium (May 11, 2024)
#mysharona #theknack #deaddogsband

Dead Dogs lineup features:
Corrado Speranza: drums
Filippo Gobbi: lead vocal, backing vocal, bass guitar
Cristina Gobbi & Cristina Bertoni: lead vocals, backing vocals
Livio Bariani: electric guitar

Cover design with Canva
Video & sound editing with CapCut",2024-06-13,17,0,"PLhIw1_0YGPETEU_gRO8WUAkSDnR2LoD90","Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"w5zZOVhfIYE","Chelsea Dagger (The Fratellis Cover) - Dead Dogs Cristina's 50th Birthday Party","Dead Dogs Cristina's 50th Birthday Party - Live at Rocca Brivio (September ‎28, ‎2019)",2019-11-23,17,1,"PLhIw1_0YGPERkly8jenagw3o3U4H6CtxI","Dead Dogs 2019 Cristina's 50th Birthday Party - Live at Rocca Brivio","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"Ffs6A5HKroQ","I Love Rock n' Roll (Joan Jett & the Blackhearts Cover) - Dead Dogs 2024 Milano Civil Week","I Love Rock n' Roll (Joan Jett & the Blackhearts Cover)
Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium (May 11, 2024)
#iloverocknroll #joanjett #blackhearts #deaddogsband

Dead Dogs lineup features:
Corrado Speranza: drums
Filippo Gobbi: lead vocal, backing vocal, bass guitar
Cristina Gobbi & Cristina Bertoni: lead vocals, backing vocals
Livio Bariani: electric guitar

Cover design with Canva
Video & sound editing with CapCut",2024-06-13,16,0,"PLhIw1_0YGPETEU_gRO8WUAkSDnR2LoD90","Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
"p5s6-aAaFUQ","Come Together (The Beatles Cover) - Dead Dogs 2024 Milano Civil Week","Come Together (The Beatles Cover)
Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium (May 11, 2024)
#cometogether #thebeatles #deaddogsband

Dead Dogs lineup features:
Corrado Speranza: drums
Filippo Gobbi: lead vocal, backing vocal, bass guitar
Cristina Gobbi & Cristina Bertoni: lead vocals, backing vocals
Livio Bariani: electric guitar

Cover design with Canva
Video & sound editing with CapCut",2024-06-13,9,0,"PLhIw1_0YGPETEU_gRO8WUAkSDnR2LoD90","Dead Dogs 2024 Milano Civil Week - Live at Centro Polifunzionale Auditorium","UC6CV_32l8omBfcliOOQnIew","Alessandro Speranza"
